id,value,category
1886,18860,A
1887,18870,B
1888,18880,A
1889,18890,B
1890,18900,A
1891,18910,B
1892,18920,A
1893,18930,B
1894,18940,A
1895,18950,B
1896,18960,A
1897,18970,B
1898,18980,A
1899,18990,B
1900,19000,A
1901,19010,B
1902,19020,A
1903,19030,B
1904,19040,A
1905,19050,B
1906,19060,A
1907,19070,B
1908,19080,A
1909,19090,B
1910,19100,A
1911,19110,B
1912,19120,A
1913,19130,B
1914,19140,A
1915,19150,B
1916,19160,A
1917,19170,B
1918,19180,A
1919,19190,B
1920,19200,A
1921,19210,B
1922,19220,A
1923,19230,B
1924,19240,A
1925,19250,B
1926,19260,A
1927,19270,B
1928,19280,A
1929,19290,B
1930,19300,A
1931,19310,B
1932,19320,A
1933,19330,B
1934,19340,A
1935,19350,B
1936,19360,A
1937,19370,B
1938,19380,A
1939,19390,B
1940,19400,A
1941,19410,B
1942,19420,A
1943,19430,B
1944,19440,A
1945,19450,B
1946,19460,A
1947,19470,B
1948,19480,A
1949,19490,B
1950,19500,A
1951,19510,B
1952,19520,A
1953,19530,B
1954,19540,A
1955,19550,B
1956,19560,A
1957,19570,B
1958,19580,A
1959,19590,B
1960,19600,A
1961,19610,B
1962,19620,A
1963,19630,B
1964,19640,A
1965,19650,B
1966,19660,A
1967,19670,B
1968,19680,A
1969,19690,B
1970,19700,A
1971,19710,B
1972,19720,A
1973,19730,B
1974,19740,A
1975,19750,B
1976,19760,A
1977,19770,B
1978,19780,A
1979,19790,B
1980,19800,A
1981,19810,B
1982,19820,A
1983,19830,B
1984,19840,A
1985,19850,B
1986,19860,A
1987,19870,B
1988,19880,A
1989,19890,B
1990,19900,A
1991,19910,B
1992,19920,A
1993,19930,B
1994,19940,A
1995,19950,B
1996,19960,A
1997,19970,B
1998,19980,A
1999,19990,B
2000,20000,A
2001,20010,B
2002,20020,A
2003,20030,B
2004,20040,A
2005,20050,B
2006,20060,A
2007,20070,B
2008,20080,A
2009,20090,B
2010,20100,A
2011,20110,B
2012,20120,A
2013,20130,B
2014,20140,A
2015,20150,B
2016,20160,A
2017,20170,B
2018,20180,A
2019,20190,B
2020,20200,A
2021,20210,B
2022,20220,A
2023,20230,B
2024,20240,A
2025,20250,B
2026,20260,A
2027,20270,B
2028,20280,A
2029,20290,B
2030,20300,A
2031,20310,B
2032,20320,A
2033,20330,B
2034,20340,A
2035,20350,B
2036,20360,A
2037,20370,B
2038,20380,A
2039,20390,B
2040,20400,A
2041,20410,B
2042,20420,A
2043,20430,B
2044,20440,A
2045,20450,B
2046,20460,A
2047,20470,B
2048,20480,A
2049,20490,B
2050,20500,A
2051,20510,B
2052,20520,A
2053,20530,B
2054,20540,A
2055,20550,B
2056,20560,A
2057,20570,B
2058,20580,A
2059,20590,B
2060,20600,A
2061,20610,B
2062,20620,A
2063,20630,B
2064,20640,A
2065,20650,B
2066,20660,A
2067,20670,B
2068,20680,A
2069,20690,B
2070,20700,A
2071,20710,B
2072,20720,A
2073,20730,B
2074,20740,A
2075,20750,B
2076,20760,A
2077,20770,B
2078,20780,A
2079,20790,B
2080,20800,A
2081,20810,B
2082,20820,A
2083,20830,B
2084,20840,A
2085,20850,B
2086,20860,A
2087,20870,B
2088,20880,A
2089,20890,B
2090,20900,A
2091,20910,B
2092,20920,A
2093,20930,B
2094,20940,A
2095,20950,B
2096,20960,A
2097,20970,B
2098,20980,A
2099,20990,B
2100,21000,A
2101,21010,B
2102,21020,A
2103,21030,B
2104,21040,A
2105,21050,B
2106,21060,A
2107,21070,B
2108,21080,A
2109,21090,B
2110,21100,A
2111,21110,B
2112,21120,A
2113,21130,B
2114,21140,A
2115,21150,B
2116,21160,A
2117,21170,B
2118,21180,A
2119,21190,B
2120,21200,A
2121,21210,B
2122,21220,A
2123,21230,B
2124,21240,A
2125,21250,B
2126,21260,A
2127,21270,B
2128,21280,A
2129,21290,B
2130,21300,A
2131,21310,B
2132,21320,A
2133,21330,B
2134,21340,A
2135,21350,B
2136,21360,A
2137,21370,B
2138,21380,A
2139,21390,B
2140,21400,A
2141,21410,B
2142,21420,A
2143,21430,B
2144,21440,A
2145,21450,B
2146,21460,A
2147,21470,B
2148,21480,A
2149,21490,B
2150,21500,A
2151,21510,B
2152,21520,A
2153,21530,B
2154,21540,A
2155,21550,B
2156,21560,A
2157,21570,B
2158,21580,A
2159,21590,B
2160,21600,A
2161,21610,B
2162,21620,A
2163,21630,B
2164,21640,A
2165,21650,B
2166,21660,A
2167,21670,B
2168,21680,A
2169,21690,B
2170,21700,A
2171,21710,B
2172,21720,A
2173,21730,B
2174,21740,A
2175,21750,B
2176,21760,A
2177,21770,B
2178,21780,A
2179,21790,B
2180,21800,A
2181,21810,B
2182,21820,A
2183,21830,B
2184,21840,A
2185,21850,B
2186,21860,A
2187,21870,B
2188,21880,A
2189,21890,B
2190,21900,A
2191,21910,B
2192,21920,A
2193,21930,B
2194,21940,A
2195,21950,B
2196,21960,A
2197,21970,B
2198,21980,A
2199,21990,B
2200,22000,A
2201,22010,B
2202,22020,A
2203,22030,B
2204,22040,A
2205,22050,B
2206,22060,A
2207,22070,B
2208,22080,A
2209,22090,B
2210,22100,A
2211,22110,B
2212,22120,A
2213,22130,B
2214,22140,A
2215,22150,B
2216,22160,A
2217,22170,B
2218,22180,A
2219,22190,B
2220,22200,A
2221,22210,B
2222,22220,A
2223,22230,B
2224,22240,A
2225,22250,B
2226,22260,A
2227,22270,B
2228,22280,A
2229,22290,B
2230,22300,A
2231,22310,B
2232,22320,A
2233,22330,B
2234,22340,A
2235,22350,B
2236,22360,A
2237,22370,B
2238,22380,A
2239,22390,B
2240,22400,A
2241,22410,B
2242,22420,A
2243,22430,B
2244,22440,A
2245,22450,B
2246,22460,A
2247,22470,B
2248,22480,A
2249,22490,B
2250,22500,A
2251,22510,B
2252,22520,A
2253,22530,B
2254,22540,A
2255,22550,B
2256,22560,A
2257,22570,B
2258,22580,A
2259,22590,B
2260,22600,A
2261,22610,B
2262,22620,A
2263,22630,B
2264,22640,A
2265,22650,B
2266,22660,A
2267,22670,B
2268,22680,A
2269,22690,B
2270,22700,A
2271,22710,B
2272,22720,A
2273,22730,B
2274,22740,A
2275,22750,B
2276,22760,A
2277,22770,B
2278,22780,A
2279,22790,B
2280,22800,A
2281,22810,B
2282,22820,A
2283,22830,B
2284,22840,A
2285,22850,B
2286,22860,A
2287,22870,B
2288,22880,A
2289,22890,B
2290,22900,A
2291,22910,B
2292,22920,A
2293,22930,B
2294,22940,A
2295,22950,B
2296,22960,A
2297,22970,B
2298,22980,A
2299,22990,B
2300,23000,A
2301,23010,B
2302,23020,A
2303,23030,B
2304,23040,A
2305,23050,B
2306,23060,A
2307,23070,B
2308,23080,A
2309,23090,B
2310,23100,A
2311,23110,B
2312,23120,A
2313,23130,B
2314,23140,A
2315,23150,B
2316,23160,A
2317,23170,B
2318,23180,A
2319,23190,B
2320,23200,A
2321,23210,B
2322,23220,A
2323,23230,B
2324,23240,A
2325,23250,B
2326,23260,A
2327,23270,B
2328,23280,A
2329,23290,B
2330,23300,A
2331,23310,B
2332,23320,A
2333,23330,B
2334,23340,A
2335,23350,B
2336,23360,A
2337,23370,B
2338,23380,A
2339,23390,B
2340,23400,A
2341,23410,B
2342,23420,A
2343,23430,B
2344,23440,A
2345,23450,B
2346,23460,A
2347,23470,B
2348,23480,A
2349,23490,B
2350,23500,A
2351,23510,B
2352,23520,A
2353,23530,B
2354,23540,A
2355,23550,B
2356,23560,A
2357,23570,B
2358,23580,A
2359,23590,B
2360,23600,A
2361,23610,B
2362,23620,A
2363,23630,B
2364,23640,A
2365,23650,B
2366,23660,A
2367,23670,B
2368,23680,A
2369,23690,B
2370,23700,A
2371,23710,B
2372,23720,A
2373,23730,B
2374,23740,A
2375,23750,B
2376,23760,A
2377,23770,B
2378,23780,A
2379,23790,B
2380,23800,A
2381,23810,B
2382,23820,A
2383,23830,B
2384,23840,A
2385,23850,B
2386,23860,A
2387,23870,B
2388,23880,A
2389,23890,B
2390,23900,A
2391,23910,B
2392,23920,A
2393,23930,B
2394,23940,A
2395,23950,B
2396,23960,A
2397,23970,B
2398,23980,A
2399,23990,B
2400,24000,A
2401,24010,B
2402,24020,A
2403,24030,B
2404,24040,A
2405,24050,B
2406,24060,A
2407,24070,B
2408,24080,A
2409,24090,B
2410,24100,A
2411,24110,B
2412,24120,A
2413,24130,B
2414,24140,A
2415,24150,B
2416,24160,A
2417,24170,B
2418,24180,A
2419,24190,B
2420,24200,A
2421,24210,B
2422,24220,A
2423,24230,B
2424,24240,A
2425,24250,B
2426,24260,A
2427,24270,B
2428,24280,A
2429,24290,B
2430,24300,A
2431,24310,B
2432,24320,A
2433,24330,B
2434,24340,A
2435,24350,B
2436,24360,A
2437,24370,B
2438,24380,A
2439,24390,B
2440,24400,A
2441,24410,B
2442,24420,A
2443,24430,B
2444,24440,A
2445,24450,B
2446,24460,A
2447,24470,B
2448,24480,A
2449,24490,B
2450,24500,A
2451,24510,B
2452,24520,A
2453,24530,B
2454,24540,A
2455,24550,B
2456,24560,A
2457,24570,B
2458,24580,A
2459,24590,B
2460,24600,A
2461,24610,B
2462,24620,A
2463,24630,B
2464,24640,A
2465,24650,B
2466,24660,A
2467,24670,B
2468,24680,A
2469,24690,B
2470,24700,A
2471,24710,B
2472,24720,A
2473,24730,B
2474,24740,A
2475,24750,B
2476,24760,A
2477,24770,B
2478,24780,A
2479,24790,B
2480,24800,A
2481,24810,B
2482,24820,A
2483,24830,B
2484,24840,A
2485,24850,B
2486,24860,A
2487,24870,B
2488,24880,A
2489,24890,B
2490,24900,A
2491,24910,B
2492,24920,A
2493,24930,B
2494,24940,A
2495,24950,B
2496,24960,A
2497,24970,B
2498,24980,A
2499,24990,B
2500,25000,A
2501,25010,B
2502,25020,A
2503,25030,B
2504,25040,A
2505,25050,B
2506,25060,A
2507,25070,B
2508,25080,A
2509,25090,B
2510,25100,A
2511,25110,B
2512,25120,A
2513,25130,B
2514,25140,A
2515,25150,B
2516,25160,A
2517,25170,B
2518,25180,A
2519,25190,B
2520,25200,A
2521,25210,B
2522,25220,A
2523,25230,B
2524,25240,A
2525,25250,B
2526,25260,A
2527,25270,B
2528,25280,A
2529,25290,B
2530,25300,A
2531,25310,B
2532,25320,A
2533,25330,B
2534,25340,A
2535,25350,B
2536,25360,A
2537,25370,B
2538,25380,A
2539,25390,B
2540,25400,A
2541,25410,B
2542,25420,A
2543,25430,B
2544,25440,A
2545,25450,B
2546,25460,A
2547,25470,B
2548,25480,A
2549,25490,B
2550,25500,A
2551,25510,B
2552,25520,A
2553,25530,B
2554,25540,A
2555,25550,B
2556,25560,A
2557,25570,B
2558,25580,A
2559,25590,B
2560,25600,A
2561,25610,B
2562,25620,A
2563,25630,B
2564,25640,A
2565,25650,B
2566,25660,A
2567,25670,B
2568,25680,A
2569,25690,B
2570,25700,A
2571,25710,B
2572,25720,A
2573,25730,B
2574,25740,A
2575,25750,B
2576,25760,A
2577,25770,B
2578,25780,A
2579,25790,B
2580,25800,A
2581,25810,B
2582,25820,A
2583,25830,B
2584,25840,A
2585,25850,B
2586,25860,A
2587,25870,B
2588,25880,A
2589,25890,B
2590,25900,A
2591,25910,B
2592,25920,A
2593,25930,B
2594,25940,A
2595,25950,B
2596,25960,A
2597,25970,B
2598,25980,A
2599,25990,B
2600,26000,A
2601,26010,B
2602,26020,A
2603,26030,B
2604,26040,A
2605,26050,B
2606,26060,A
2607,26070,B
2608,26080,A
2609,26090,B
2610,26100,A
2611,26110,B
2612,26120,A
2613,26130,B
2614,26140,A
2615,26150,B
2616,26160,A
2617,26170,B
2618,26180,A
2619,26190,B
2620,26200,A
2621,26210,B
2622,26220,A
2623,26230,B
2624,26240,A
2625,26250,B
2626,26260,A
2627,26270,B
2628,26280,A
2629,26290,B
2630,26300,A
2631,26310,B
2632,26320,A
2633,26330,B
2634,26340,A
2635,26350,B
2636,26360,A
2637,26370,B
2638,26380,A
2639,26390,B
2640,26400,A
2641,26410,B
2642,26420,A
2643,26430,B
2644,26440,A
2645,26450,B
2646,26460,A
2647,26470,B
2648,26480,A
2649,26490,B
2650,26500,A
2651,26510,B
2652,26520,A
2653,26530,B
2654,26540,A
2655,26550,B
2656,26560,A
2657,26570,B
2658,26580,A
2659,26590,B
2660,26600,A
2661,26610,B
2662,26620,A
2663,26630,B
2664,26640,A
2665,26650,B
2666,26660,A
2667,26670,B
2668,26680,A
2669,26690,B
2670,26700,A
2671,26710,B
2672,26720,A
2673,26730,B
2674,26740,A
2675,26750,B
2676,26760,A
2677,26770,B
2678,26780,A
2679,26790,B
2680,26800,A
2681,26810,B
2682,26820,A
2683,26830,B
2684,26840,A
2685,26850,B
2686,26860,A
2687,26870,B
2688,26880,A
2689,26890,B
2690,26900,A
2691,26910,B
2692,26920,A
2693,26930,B
2694,26940,A
2695,26950,B
2696,26960,A
2697,26970,B
2698,26980,A
2699,26990,B
2700,27000,A
2701,27010,B
2702,27020,A
2703,27030,B
2704,27040,A
2705,27050,B
2706,27060,A
2707,27070,B
2708,27080,A
2709,27090,B
2710,27100,A
2711,27110,B
2712,27120,A
2713,27130,B
2714,27140,A
2715,27150,B
2716,27160,A
2717,27170,B
2718,27180,A
2719,27190,B
2720,27200,A
2721,27210,B
2722,27220,A
2723,27230,B
2724,27240,A
2725,27250,B
2726,27260,A
2727,27270,B
2728,27280,A
2729,27290,B
2730,27300,A
2731,27310,B
2732,27320,A
2733,27330,B
2734,27340,A
2735,27350,B
2736,27360,A
2737,27370,B
2738,27380,A
2739,27390,B
2740,27400,A
2741,27410,B
2742,27420,A
2743,27430,B
2744,27440,A
2745,27450,B
2746,27460,A
2747,27470,B
2748,27480,A
2749,27490,B
2750,27500,A
2751,27510,B
2752,27520,A
2753,27530,B
2754,27540,A
2755,27550,B
2756,27560,A
2757,27570,B
2758,27580,A
2759,27590,B
2760,27600,A
2761,27610,B
2762,27620,A
2763,27630,B
2764,27640,A
2765,27650,B
2766,27660,A
2767,27670,B
2768,27680,A
2769,27690,B
2770,27700,A
2771,27710,B
2772,27720,A
2773,27730,B
2774,27740,A
2775,27750,B
2776,27760,A
2777,27770,B
2778,27780,A
2779,27790,B
2780,27800,A
2781,27810,B
2782,27820,A
2783,27830,B
2784,27840,A
2785,27850,B
2786,27860,A
2787,27870,B
2788,27880,A
2789,27890,B
2790,27900,A
2791,27910,B
2792,27920,A
2793,27930,B
2794,27940,A
2795,27950,B
2796,27960,A
2797,27970,B
2798,27980,A
2799,27990,B
2800,28000,A
2801,28010,B
2802,28020,A
2803,28030,B
2804,28040,A
2805,28050,B
2806,28060,A
2807,28070,B
2808,28080,A
2809,28090,B
2810,28100,A
2811,28110,B
2812,28120,A
2813,28130,B
2814,28140,A
2815,28150,B
2816,28160,A
2817,28170,B
2818,28180,A
2819,28190,B
2820,28200,A
2821,28210,B
2822,28220,A
2823,28230,B
2824,28240,A
2825,28250,B
2826,28260,A
2827,28270,B
2828,28280,A
2829,28290,B
2830,28300,A
2831,28310,B
2832,28320,A
2833,28330,B
2834,28340,A
2835,28350,B
2836,28360,A
2837,28370,B
2838,28380,A
2839,28390,B
2840,28400,A
2841,28410,B
2842,28420,A
2843,28430,B
2844,28440,A
2845,28450,B
2846,28460,A
2847,28470,B
2848,28480,A
2849,28490,B
2850,28500,A
2851,28510,B
2852,28520,A
2853,28530,B
2854,28540,A
2855,28550,B
2856,28560,A
2857,28570,B
2858,28580,A
2859,28590,B
2860,28600,A
2861,28610,B
2862,28620,A
2863,28630,B
2864,28640,A
2865,28650,B
2866,28660,A
2867,28670,B
2868,28680,A
2869,28690,B
2870,28700,A
2871,28710,B
2872,28720,A
2873,28730,B
2874,28740,A
2875,28750,B
2876,28760,A
2877,28770,B
2878,28780,A
2879,28790,B
2880,28800,A
2881,28810,B
2882,28820,A
2883,28830,B
2884,28840,A
2885,28850,B
2886,28860,A
2887,28870,B
2888,28880,A
2889,28890,B
2890,28900,A
2891,28910,B
2892,28920,A
2893,28930,B
2894,28940,A
2895,28950,B
2896,28960,A
2897,28970,B
2898,28980,A
2899,28990,B
2900,29000,A
2901,29010,B
2902,29020,A
2903,29030,B
2904,29040,A
2905,29050,B
2906,29060,A
2907,29070,B
2908,29080,A
2909,29090,B
2910,29100,A
2911,29110,B
2912,29120,A
2913,29130,B
2914,29140,A
2915,29150,B
2916,29160,A
2917,29170,B
2918,29180,A
2919,29190,B
2920,29200,A
2921,29210,B
2922,29220,A
2923,29230,B
2924,29240,A
2925,29250,B
2926,29260,A
2927,29270,B
2928,29280,A
2929,29290,B
2930,29300,A
2931,29310,B
2932,29320,A
2933,29330,B
2934,29340,A
2935,29350,B
2936,29360,A
2937,29370,B
2938,29380,A
2939,29390,B
2940,29400,A
2941,29410,B
2942,29420,A
2943,29430,B
2944,29440,A
2945,29450,B
2946,29460,A
2947,29470,B
2948,29480,A
2949,29490,B
2950,29500,A
2951,29510,B
2952,29520,A
2953,29530,B
2954,29540,A
2955,29550,B
2956,29560,A
2957,29570,B
2958,29580,A
2959,29590,B
2960,29600,A
2961,29610,B
2962,29620,A
2963,29630,B
2964,29640,A
2965,29650,B
2966,29660,A
2967,29670,B
2968,29680,A
2969,29690,B
2970,29700,A
2971,29710,B
2972,29720,A
2973,29730,B
2974,29740,A
2975,29750,B
2976,29760,A
2977,29770,B
2978,29780,A
2979,29790,B
2980,29800,A
2981,29810,B
2982,29820,A
2983,29830,B
2984,29840,A
2985,29850,B
2986,29860,A
2987,29870,B
2988,29880,A
2989,29890,B
2990,29900,A
2991,29910,B
2992,29920,A
2993,29930,B
2994,29940,A
2995,29950,B
2996,29960,A
2997,29970,B
2998,29980,A
2999,29990,B
3000,30000,A
3001,30010,B
3002,30020,A
3003,30030,B
3004,30040,A
3005,30050,B
3006,30060,A
3007,30070,B
3008,30080,A
3009,30090,B
3010,30100,A
3011,30110,B
3012,30120,A
3013,30130,B
3014,30140,A
3015,30150,B
3016,30160,A
3017,30170,B
3018,30180,A
3019,30190,B
3020,30200,A
3021,30210,B
3022,30220,A
3023,30230,B
3024,30240,A
3025,30250,B
3026,30260,A
3027,30270,B
3028,30280,A
3029,30290,B
3030,30300,A
3031,30310,B
3032,30320,A
3033,30330,B
3034,30340,A
3035,30350,B
3036,30360,A
3037,30370,B
3038,30380,A
3039,30390,B
3040,30400,A
3041,30410,B
3042,30420,A
3043,30430,B
3044,30440,A
3045,30450,B
3046,30460,A
3047,30470,B
3048,30480,A
3049,30490,B
3050,30500,A
3051,30510,B
3052,30520,A
3053,30530,B
3054,30540,A
3055,30550,B
3056,30560,A
3057,30570,B
3058,30580,A
3059,30590,B
3060,30600,A
3061,30610,B
3062,30620,A
3063,30630,B
3064,30640,A
3065,30650,B
3066,30660,A
3067,30670,B
3068,30680,A
3069,30690,B
3070,30700,A
3071,30710,B
3072,30720,A
3073,30730,B
3074,30740,A
3075,30750,B
3076,30760,A
3077,30770,B
3078,30780,A
3079,30790,B
3080,30800,A
3081,30810,B
3082,30820,A
3083,30830,B
3084,30840,A
3085,30850,B
3086,30860,A
3087,30870,B
3088,30880,A
3089,30890,B
3090,30900,A
3091,30910,B
3092,30920,A
3093,30930,B
3094,30940,A
3095,30950,B
3096,30960,A
3097,30970,B
3098,30980,A
3099,30990,B
3100,31000,A
3101,31010,B
3102,31020,A
3103,31030,B
3104,31040,A
3105,31050,B
3106,31060,A
3107,31070,B
3108,31080,A
3109,31090,B
3110,31100,A
3111,31110,B
3112,31120,A
3113,31130,B
3114,31140,A
3115,31150,B
3116,31160,A
3117,31170,B
3118,31180,A
3119,31190,B
3120,31200,A
3121,31210,B
3122,31220,A
3123,31230,B
3124,31240,A
3125,31250,B
3126,31260,A
3127,31270,B
3128,31280,A
3129,31290,B
3130,31300,A
3131,31310,B
3132,31320,A
3133,31330,B
3134,31340,A
3135,31350,B
3136,31360,A
3137,31370,B
3138,31380,A
3139,31390,B
3140,31400,A
3141,31410,B
3142,31420,A
3143,31430,B
3144,31440,A
3145,31450,B
3146,31460,A
3147,31470,B
3148,31480,A
3149,31490,B
3150,31500,A
3151,31510,B
3152,31520,A
3153,31530,B
3154,31540,A
3155,31550,B
3156,31560,A
3157,31570,B
3158,31580,A
3159,31590,B
3160,31600,A
3161,31610,B
3162,31620,A
3163,31630,B
3164,31640,A
3165,31650,B
3166,31660,A
3167,31670,B
3168,31680,A
3169,31690,B
3170,31700,A
3171,31710,B
3172,31720,A
3173,31730,B
3174,31740,A
3175,31750,B
3176,31760,A
3177,31770,B
3178,31780,A
3179,31790,B
3180,31800,A
3181,31810,B
3182,31820,A
3183,31830,B
3184,31840,A
3185,31850,B
3186,31860,A
3187,31870,B
3188,31880,A
3189,31890,B
3190,31900,A
3191,31910,B
3192,31920,A
3193,31930,B
3194,31940,A
3195,31950,B
3196,31960,A
3197,31970,B
3198,31980,A
3199,31990,B
3200,32000,A
3201,32010,B
3202,32020,A
3203,32030,B
3204,32040,A
3205,32050,B
3206,32060,A
3207,32070,B
3208,32080,A
3209,32090,B
3210,32100,A
3211,32110,B
3212,32120,A
3213,32130,B
3214,32140,A
3215,32150,B
3216,32160,A
3217,32170,B
3218,32180,A
3219,32190,B
3220,32200,A
3221,32210,B
3222,32220,A
3223,32230,B
3224,32240,A
3225,32250,B
3226,32260,A
3227,32270,B
3228,32280,A
3229,32290,B
3230,32300,A
3231,32310,B
3232,32320,A
3233,32330,B
3234,32340,A
3235,32350,B
3236,32360,A
3237,32370,B
3238,32380,A
3239,32390,B
3240,32400,A
3241,32410,B
3242,32420,A
3243,32430,B
3244,32440,A
3245,32450,B
3246,32460,A
3247,32470,B
3248,32480,A
3249,32490,B
3250,32500,A
3251,32510,B
3252,32520,A
3253,32530,B
3254,32540,A
3255,32550,B
3256,32560,A
3257,32570,B
3258,32580,A
3259,32590,B
3260,32600,A
3261,32610,B
3262,32620,A
3263,32630,B
3264,32640,A
3265,32650,B
3266,32660,A
3267,32670,B
3268,32680,A
3269,32690,B
3270,32700,A
3271,32710,B
3272,32720,A
3273,32730,B
3274,32740,A
3275,32750,B
3276,32760,A
3277,32770,B
3278,32780,A
3279,32790,B
3280,32800,A
3281,32810,B
3282,32820,A
3283,32830,B
3284,32840,A
3285,32850,B
3286,32860,A
3287,32870,B
3288,32880,A
3289,32890,B
3290,32900,A
3291,32910,B
3292,32920,A
3293,32930,B
3294,32940,A
3295,32950,B
3296,32960,A
3297,32970,B
3298,32980,A
3299,32990,B
3300,33000,A
3301,33010,B
3302,33020,A
3303,33030,B
3304,33040,A
3305,33050,B
3306,33060,A
3307,33070,B
3308,33080,A
3309,33090,B
3310,33100,A
3311,33110,B
3312,33120,A
3313,33130,B
3314,33140,A
3315,33150,B
3316,33160,A
3317,33170,B
3318,33180,A
3319,33190,B
3320,33200,A
3321,33210,B
3322,33220,A
3323,33230,B
3324,33240,A
3325,33250,B
3326,33260,A
3327,33270,B
3328,33280,A
3329,33290,B
3330,33300,A
3331,33310,B
3332,33320,A
3333,33330,B
3334,33340,A
3335,33350,B
3336,33360,A
3337,33370,B
3338,33380,A
3339,33390,B
3340,33400,A
3341,33410,B
3342,33420,A
3343,33430,B
3344,33440,A
3345,33450,B
3346,33460,A
3347,33470,B
3348,33480,A
3349,33490,B
3350,33500,A
3351,33510,B
3352,33520,A
3353,33530,B
3354,33540,A
3355,33550,B
3356,33560,A
3357,33570,B
3358,33580,A
3359,33590,B
3360,33600,A
3361,33610,B
3362,33620,A
3363,33630,B
3364,33640,A
3365,33650,B
3366,33660,A
3367,33670,B
3368,33680,A
3369,33690,B
3370,33700,A
3371,33710,B
3372,33720,A
3373,33730,B
3374,33740,A
3375,33750,B
3376,33760,A
3377,33770,B
3378,33780,A
3379,33790,B
3380,33800,A
3381,33810,B
3382,33820,A
3383,33830,B
3384,33840,A
3385,33850,B
3386,33860,A
3387,33870,B
3388,33880,A
3389,33890,B
3390,33900,A
3391,33910,B
3392,33920,A
3393,33930,B
3394,33940,A
3395,33950,B
3396,33960,A
3397,33970,B
3398,33980,A
3399,33990,B
3400,34000,A
3401,34010,B
3402,34020,A
3403,34030,B
3404,34040,A
3405,34050,B
3406,34060,A
3407,34070,B
3408,34080,A
3409,34090,B
3410,34100,A
3411,34110,B
3412,34120,A
3413,34130,B
3414,34140,A
3415,34150,B
3416,34160,A
3417,34170,B
3418,34180,A
3419,34190,B
3420,34200,A
3421,34210,B
3422,34220,A
3423,34230,B
3424,34240,A
3425,34250,B
3426,34260,A
3427,34270,B
3428,34280,A
3429,34290,B
3430,34300,A
3431,34310,B
3432,34320,A
3433,34330,B
3434,34340,A
3435,34350,B
3436,34360,A
3437,34370,B
3438,34380,A
3439,34390,B
3440,34400,A
3441,34410,B
3442,34420,A
3443,34430,B
3444,34440,A
3445,34450,B
3446,34460,A
3447,34470,B
3448,34480,A
3449,34490,B
3450,34500,A
3451,34510,B
3452,34520,A
3453,34530,B
3454,34540,A
3455,34550,B
3456,34560,A
3457,34570,B
3458,34580,A
3459,34590,B
3460,34600,A
3461,34610,B
3462,34620,A
3463,34630,B
3464,34640,A
3465,34650,B
3466,34660,A
3467,34670,B
3468,34680,A
3469,34690,B
3470,34700,A
3471,34710,B
3472,34720,A
3473,34730,B
3474,34740,A
3475,34750,B
3476,34760,A
3477,34770,B
3478,34780,A
3479,34790,B
3480,34800,A
3481,34810,B
3482,34820,A
3483,34830,B
3484,34840,A
3485,34850,B
3486,34860,A
3487,34870,B
3488,34880,A
3489,34890,B
3490,34900,A
3491,34910,B
3492,34920,A
3493,34930,B
3494,34940,A
3495,34950,B
3496,34960,A
3497,34970,B
3498,34980,A
3499,34990,B
3500,35000,A
3501,35010,B
3502,35020,A
3503,35030,B
3504,35040,A
3505,35050,B
3506,35060,A
3507,35070,B
3508,35080,A
3509,35090,B
3510,35100,A
3511,35110,B
3512,35120,A
3513,35130,B
3514,35140,A
3515,35150,B
3516,35160,A
3517,35170,B
3518,35180,A
3519,35190,B
3520,35200,A
3521,35210,B
3522,35220,A
3523,35230,B
3524,35240,A
3525,35250,B
3526,35260,A
3527,35270,B
3528,35280,A
3529,35290,B
3530,35300,A
3531,35310,B
3532,35320,A
3533,35330,B
3534,35340,A
3535,35350,B
3536,35360,A
3537,35370,B
3538,35380,A
3539,35390,B
3540,35400,A
3541,35410,B
3542,35420,A
3543,35430,B
3544,35440,A
3545,35450,B
3546,35460,A
3547,35470,B
3548,35480,A
3549,35490,B
3550,35500,A
3551,35510,B
3552,35520,A
3553,35530,B
3554,35540,A
3555,35550,B
3556,35560,A
3557,35570,B
3558,35580,A
3559,35590,B
3560,35600,A
3561,35610,B
3562,35620,A
3563,35630,B
3564,35640,A
3565,35650,B
3566,35660,A
3567,35670,B
3568,35680,A
3569,35690,B
3570,35700,A
3571,35710,B
3572,35720,A
3573,35730,B
3574,35740,A
3575,35750,B
3576,35760,A
3577,35770,B
3578,35780,A
3579,35790,B
3580,35800,A
3581,35810,B
3582,35820,A
3583,35830,B
3584,35840,A
3585,35850,B
3586,35860,A
3587,35870,B
3588,35880,A
3589,35890,B
3590,35900,A
3591,35910,B
3592,35920,A
3593,35930,B
3594,35940,A
3595,35950,B
3596,35960,A
3597,35970,B
3598,35980,A
3599,35990,B
3600,36000,A
3601,36010,B
3602,36020,A
3603,36030,B
3604,36040,A
3605,36050,B
3606,36060,A
3607,36070,B
3608,36080,A
3609,36090,B
3610,36100,A
3611,36110,B
3612,36120,A
3613,36130,B
3614,36140,A
3615,36150,B
3616,36160,A
3617,36170,B
3618,36180,A
3619,36190,B
3620,36200,A
3621,36210,B
3622,36220,A
3623,36230,B
3624,36240,A
3625,36250,B
3626,36260,A
3627,36270,B
3628,36280,A
3629,36290,B
3630,36300,A
3631,36310,B
